time,P,I,D,ds,left speed,right speed
662,103810.000000,0.004237,0.000000,3970.004230,3970.004230,3970.004230
663,105950.000000,0.004244,0.000000,3670.004237,3670.004237,3670.004237
664,111810.000000,0.004251,0.000000,6250.004244,6250.004244,6250.004244
665,115540.000000,0.004260,0.000000,11780.004252,11780.004252,11780.004252
666,77980.000000,0.004265,0.000000,9180.004260,9180.004260,9180.004260
667,105310.000000,0.004273,0.000000,11260.004266,11260.004266,11260.004266
668,115650.000000,0.004281,0.000000,12970.004274,12970.004274,12970.004274
669,92690.000000,0.004287,0.000000,9970.004282,9970.004282,9970.004282
670,100800.000000,0.004295,0.000000,14630.004288,14630.004288,14630.004288
671,91270.000000,0.004302,0.000000,15260.004296,15260.004296,15260.004296
672,98050.000000,0.004309,0.000000,19510.004303,19510.004303,19510.004303
673,101850.000000,0.004317,0.000000,23520.004311,23520.004311,23520.004311
674,120750.000000,0.004328,0.000000,47030.004320,47030.004320,47030.004320
675,135760.000000,0.004338,0.000000,19370.004329,19370.004329,19370.004329
676,138210.000000,0.004347,0.000000,10800.004339,10800.004339,10800.004339
677,154340.000000,0.004358,0.000000,9970.004348,9970.004348,9970.004348
678,156260.000000,0.004369,0.000000,11000.004359,11000.004359,11000.004359
679,144730.000000,0.004379,0.000000,9440.004369,9440.004369,9440.004369
680,143750.000000,0.004389,0.000000,12980.004379,12980.004379,12980.004379
681,133050.000000,0.004397,0.000000,5800.004389,5800.004389,5800.004389
682,126910.000000,0.004406,0.000000,4360.004398,4360.004398,4360.004398
683,182600.000000,0.004418,0.000000,5770.004406,5770.004406,5770.004406
684,155880.000000,0.004428,0.000000,1830.004418,1830.004418,1830.004418
685,127840.000000,0.004437,0.000000,5140.004428,5140.004428,5140.004428
686,173920.000000,0.004448,0.000000,3500.004437,3500.004437,3500.004437
687,143780.000000,0.004457,0.000000,2860.004448,2860.004448,2860.004448
688,131620.000000,0.004466,0.000000,8160.004458,8160.004458,8160.004458
689,158730.000000,0.004477,0.000000,5820.004467,5820.004467,5820.004467
690,143760.000000,0.004486,0.000000,5740.004477,5740.004477,5740.004477
691,132080.000000,0.004495,0.000000,10740.004487,10740.004487,10740.004487
692,118190.000000,0.004504,0.000000,8460.004496,8460.004496,8460.004496
693,146580.000000,0.004513,0.000000,5200.004504,5200.004504,5200.004504
694,104180.000000,0.004520,0.000000,7490.004514,7490.004514,7490.004514
695,115140.000000,0.004528,0.000000,2680.004521,2680.004521,2680.004521
696,82790.000000,0.004534,0.000000,8210.004528,8210.004528,8210.004528
697,80010.000000,0.004539,0.000000,7250.004534,7250.004534,7250.004534
698,88120.000000,0.004545,0.000000,3960.004540,3960.004540,3960.004540
699,93180.000000,0.004552,0.000000,6190.004546,6190.004546,6190.004546
700,89260.000000,0.004558,0.000000,3740.004552,3740.004552,3740.004552
701,94030.000000,0.004564,0.000000,3650.004558,3650.004558,3650.004558
702,93160.000000,0.004570,0.000000,3290.004564,3290.004564,3290.004564
703,96220.000000,0.004576,0.000000,3770.004570,3770.004570,3770.004570
704,94030.000000,0.004583,0.000000,2830.004577,2830.004577,2830.004577
705,95780.000000,0.004589,0.000000,4500.004583,4500.004583,4500.004583
706,94390.000000,0.004595,0.000000,770.004589,770.004589,770.004589
707,98520.000000,0.004602,0.000000,4340.004595,4340.004595,4340.004595
708,106740.000000,0.004609,0.000000,3530.004602,3530.004602,3530.004602
709,105340.000000,0.004616,0.000000,1400.004609,1400.004609,1400.004609
710,104560.000000,0.004622,0.000000,3340.004616,3340.004616,3340.004616
711,105010.000000,0.004629,0.000000,3710.004623,3710.004623,3710.004623
712,98640.000000,0.004636,0.000000,2310.004630,2310.004630,2310.004630
713,102800.000000,0.004643,0.000000,1500.004636,1500.004636,1500.004636
714,104140.000000,0.004650,0.000000,5500.004643,5500.004643,5500.004643
715,108060.000000,0.004657,0.000000,1950.004650,1950.004650,1950.004650
716,106190.000000,0.004664,0.000000,4580.004657,4580.004657,4580.004657
717,104470.000000,0.004671,0.000000,3070.004664,3070.004664,3070.004664
718,103040.000000,0.004677,0.000000,3020.004671,3020.004671,3020.004671
719,105260.000000,0.004684,0.000000,3340.004678,3340.004678,3340.004678
720,113000.000000,0.004692,0.000000,3650.004685,3650.004685,3650.004685
721,76100.000000,0.004697,0.000000,5190.004692,5190.004692,5190.004692
722,98570.000000,0.004704,0.000000,4990.004697,4990.004697,4990.004697
723,94370.000000,0.004710,0.000000,3430.004704,3430.004704,3430.004704
724,109090.000000,0.004717,0.000000,3740.004710,3740.004710,3740.004710
725,104860.000000,0.004724,0.000000,2360.004717,2360.004717,2360.004717
726,104620.000000,0.004731,0.000000,3520.004724,3520.004724,3520.004724
727,107640.000000,0.004738,0.000000,3190.004731,3190.004731,3190.004731
728,102610.000000,0.004745,0.000000,2220.004738,2220.004738,2220.004738
729,109430.000000,0.004752,0.000000,2570.004745,2570.004745,2570.004745
730,96660.000000,0.004758,0.000000,5160.004752,5160.004752,5160.004752
731,108700.000000,0.004766,0.000000,4680.004759,4680.004759,4680.004759
732,97150.000000,0.004772,0.000000,3750.004766,3750.004766,3750.004766
733,100440.000000,0.004779,0.000000,4400.004772,4400.004772,4400.004772
734,100680.000000,0.004786,0.000000,4980.004779,4980.004779,4980.004779
735,108000.000000,0.004793,0.000000,3450.004786,3450.004786,3450.004786
736,103710.000000,0.004799,0.000000,2270.004793,2270.004793,2270.004793
737,109050.000000,0.004807,0.000000,2360.004800,2360.004800,2360.004800
738,107970.000000,0.004814,0.000000,3420.004807,3420.004807,3420.004807
739,108450.000000,0.004821,0.000000,4350.004814,4350.004814,4350.004814
740,99210.000000,0.004827,0.000000,2570.004821,2570.004821,2570.004821
741,111430.000000,0.004835,0.000000,4140.004828,4140.004828,4140.004828
742,80720.000000,0.004840,0.000000,1990.004835,1990.004835,1990.004835
743,72710.000000,0.004845,0.000000,3480.004840,3480.004840,3480.004840
744,85180.000000,0.004851,0.000000,2990.004845,2990.004845,2990.004845
745,94140.000000,0.004857,0.000000,3960.004851,3960.004851,3960.004851
746,93780.000000,0.004863,0.000000,2730.004857,2730.004857,2730.004857
747,89820.000000,0.004869,0.000000,1060.004863,1060.004863,1060.004863
748,94160.000000,0.004875,0.000000,1720.004869,1720.004869,1720.004869
749,94130.000000,0.004881,0.000000,4460.004875,4460.004875,4460.004875
750,86230.000000,0.004887,0.000000,1140.004881,1140.004881,1140.004881
751,97220.000000,0.004893,0.000000,4410.004887,4410.004887,4410.004887
752,97970.000000,0.004900,0.000000,4100.004894,4100.004894,4100.004894
753,99310.000000,0.004907,0.000000,3340.004900,3340.004900,3340.004900
754,95390.000000,0.004913,0.000000,1710.004907,1710.004907,1710.004907
755,94720.000000,0.004919,0.000000,4750.004913,4750.004913,4750.004913
756,99930.000000,0.004926,0.000000,4340.004919,4340.004919,4340.004919
757,105490.000000,0.004933,0.000000,1980.004926,1980.004926,1980.004926
758,103700.000000,0.004940,0.000000,4460.004933,4460.004933,4460.004933
759,96790.000000,0.004946,0.000000,2340.004940,2340.004940,2340.004940
760,100790.000000,0.004953,0.000000,3140.004946,3140.004946,3140.004946
761,104790.000000,0.004960,0.000000,2930.004953,2930.004953,2930.004953
762,101590.000000,0.004966,0.000000,1590.004960,1590.004960,1590.004960
763,99660.000000,0.004973,0.000000,2940.004966,2940.004966,2940.004966
764,110560.000000,0.004980,0.000000,2650.004973,2650.004973,2650.004973
765,107460.000000,0.004987,0.000000,4580.004980,4580.004980,4580.004980
766,111110.000000,0.004994,0.000000,3360.004987,3360.004987,3360.004987
767,109080.000000,0.005002,0.000000,5630.004995,5630.004995,5630.004995
768,107060.000000,0.005009,0.000000,3740.005002,3740.005002,3740.005002
769,104060.000000,0.005016,0.000000,3360.005009,3360.005009,3360.005009
770,97420.000000,0.005022,0.000000,4360.005016,4360.005016,4360.005016
771,104150.000000,0.005029,0.000000,3050.005022,3050.005022,3050.005022
772,106390.000000,0.005036,0.000000,1770.005029,1770.005029,1770.005029
773,111860.000000,0.005043,0.000000,3010.005036,3010.005036,3010.005036
774,98060.000000,0.005050,0.000000,1740.005044,1740.005044,1740.005044
775,101480.000000,0.005057,0.000000,4870.005050,4870.005050,4870.005050
776,104860.000000,0.005064,0.000000,3610.005057,3610.005057,3610.005057
777,101230.000000,0.005070,0.000000,6190.005064,6190.005064,6190.005064
778,114880.000000,0.005078,0.000000,8510.005071,8510.005071,8510.005071
779,77500.000000,0.005084,0.000000,6000.005079,6000.005079,6000.005079
780,78100.000000,0.005089,0.000000,7820.005084,7820.005084,7820.005084
781,75940.000000,0.005094,0.000000,6820.005090,6820.005090,6820.005090
782,74460.000000,0.005100,0.000000,14050.005095,14050.005095,14050.005095
783,82150.000000,0.005107,0.000000,21180.005101,21180.005101,21180.005101
784,98950.000000,0.005115,0.000000,25050.005108,25050.005108,25050.005108
785,109610.000000,0.005123,0.000000,27100.005116,27100.005116,27100.005116
786,116680.000000,0.005135,0.000000,60260.005127,60260.005127,60260.005127
787,144450.000000,0.005151,0.000000,112430.005142,112430.005142,112430.005142
788,142100.000000,0.005164,0.000000,51010.005154,51010.005154,51010.005154
789,167550.000000,0.005176,0.000000,28640.005165,28640.005165,28640.005165
790,151830.000000,0.005187,0.000000,25440.005178,25440.005178,25440.005178
791,150640.000000,0.005199,0.000000,29700.005189,29700.005189,29700.005189
792,170880.000000,0.005211,0.000000,22600.005200,22600.005200,22600.005200
793,181330.000000,0.005225,0.000000,24690.005213,24690.005213,24690.005213
794,165130.000000,0.005236,0.000000,15380.005226,15380.005226,15380.005226
795,181460.000000,0.005249,0.000000,13710.005237,13710.005237,13710.005237
796,180410.000000,0.005261,0.000000,13610.005249,13610.005249,13610.005249
797,167780.000000,0.005272,0.000000,7080.005261,7080.005261,7080.005261
798,161080.000000,0.005283,0.000000,3570.005272,3570.005272,3570.005272
799,165880.000000,0.005294,0.000000,3620.005283,3620.005283,3620.005283
800,162440.000000,0.005304,0.000000,5120.005294,5120.005294,5120.005294
801,154850.000000,0.005314,0.000000,2500.005304,2500.005304,2500.005304
802,128110.000000,0.005323,0.000000,4060.005315,4060.005315,4060.005315
803,180480.000000,0.005335,0.000000,2990.005323,2990.005323,2990.005323
804,158510.000000,0.005345,0.000000,4340.005335,4340.005335,4340.005335
805,151540.000000,0.005355,0.000000,6280.005345,6280.005345,6280.005345
806,150720.000000,0.005365,0.000000,5230.005355,5230.005355,5230.005355
807,153500.000000,0.005375,0.000000,5900.005365,5900.005365,5900.005365
808,151490.000000,0.005385,0.000000,5330.005376,5330.005376,5330.005376
809,149740.000000,0.005395,0.000000,7070.005386,7070.005386,7070.005386
810,138050.000000,0.005405,0.000000,7900.005396,7900.005396,7900.005396
811,131640.000000,0.005414,0.000000,8360.005405,8360.005405,8360.005405
812,139180.000000,0.005423,0.000000,8470.005414,8470.005414,8470.005414
813,113410.000000,0.005431,0.000000,11070.005424,11070.005424,11070.005424
814,101170.000000,0.005438,0.000000,5080.005431,5080.005431,5080.005431
815,94390.000000,0.005444,0.000000,6680.005438,6680.005438,6680.005438
816,99180.000000,0.005451,0.000000,4810.005445,4810.005445,4810.005445
817,106060.000000,0.005458,0.000000,3840.005451,3840.005451,3840.005451
818,108730.000000,0.005465,0.000000,3860.005458,3860.005458,3860.005458
819,114280.000000,0.005473,0.000000,4720.005466,4720.005466,4720.005466
820,75830.000000,0.005478,0.000000,3680.005473,3680.005473,3680.005473
821,111440.000000,0.005485,0.000000,5140.005478,5140.005478,5140.005478
822,76720.000000,0.005491,0.000000,3260.005486,3260.005486,3260.005486
823,75570.000000,0.005495,0.000000,1090.005491,1090.005491,1090.005491
824,72320.000000,0.005500,0.000000,3520.005496,3520.005496,3520.005496
825,78480.000000,0.005506,0.000000,4070.005501,4070.005501,4070.005501
826,71240.000000,0.005510,0.000000,4850.005506,4850.005506,4850.005506
827,62750.000000,0.005515,0.000000,2800.005511,2800.005511,2800.005511
828,86750.000000,0.005520,0.000000,4530.005515,4530.005515,4530.005515
829,93340.000000,0.005527,0.000000,4180.005521,4180.005521,4180.005521
830,90180.000000,0.005533,0.000000,4040.005527,4040.005527,4040.005527
831,95070.000000,0.005539,0.000000,3780.005533,3780.005533,3780.005533
832,96120.000000,0.005545,0.000000,2960.005539,2960.005539,2960.005539
833,100720.000000,0.005552,0.000000,2130.005546,2130.005546,2130.005546
834,110200.000000,0.005559,0.000000,3890.005552,3890.005552,3890.005552
835,114070.000000,0.005567,0.000000,3140.005559,3140.005559,3140.005559
836,75090.000000,0.005572,0.000000,2020.005567,2020.005567,2020.005567
837,105440.000000,0.005579,0.000000,3450.005572,3450.005572,3450.005572
838,100640.000000,0.005585,0.000000,1720.005579,1720.005579,1720.005579
839,104850.000000,0.005592,0.000000,3410.005585,3410.005585,3410.005585
840,103990.000000,0.005599,0.000000,2390.005592,2390.005592,2390.005592
841,107610.000000,0.005606,0.000000,2850.005599,2850.005599,2850.005599
842,110370.000000,0.005613,0.000000,830.005606,830.005606,830.005606
843,104910.000000,0.005620,0.000000,2120.005613,2120.005613,2120.005613
844,104900.000000,0.005627,0.000000,5670.005620,5670.005620,5670.005620
845,103300.000000,0.005634,0.000000,1780.005627,1780.005627,1780.005627
846,108830.000000,0.005641,0.000000,1220.005634,1220.005634,1220.005634
847,98890.000000,0.005647,0.000000,3960.005641,3960.005641,3960.005641
848,98230.000000,0.005654,0.000000,2830.005648,2830.005648,2830.005648
849,106040.000000,0.005661,0.000000,2340.005654,2340.005654,2340.005654
850,104900.000000,0.005668,0.000000,6370.005661,6370.005661,6370.005661
851,108950.000000,0.005675,0.000000,780.005668,780.005668,780.005668
852,118600.000000,0.005683,0.000000,2800.005675,2800.005675,2800.005675
853,76440.000000,0.005688,0.000000,2080.005683,2080.005683,2080.005683
854,77400.000000,0.005693,0.000000,2790.005688,2790.005688,2790.005688
855,71180.000000,0.005698,0.000000,3720.005693,3720.005693,3720.005693
856,94460.000000,0.005704,0.000000,3750.005698,3750.005698,3750.005698
857,90890.000000,0.005710,0.000000,5090.005704,5090.005704,5090.005704
858,93230.000000,0.005716,0.000000,4570.005710,4570.005710,4570.005710
859,91270.000000,0.005722,0.000000,1770.005717,1770.005717,1770.005717
860,94590.000000,0.005729,0.000000,3920.005723,3920.005723,3920.005723
861,97110.000000,0.005735,0.000000,7050.005729,7050.005729,7050.005729
862,107630.000000,0.005742,0.000000,3120.005736,3120.005736,3120.005736
863,96290.000000,0.005749,0.000000,2620.005743,2620.005743,2620.005743
864,100430.000000,0.005755,0.000000,2020.005749,2020.005749,2020.005749
865,105220.000000,0.005762,0.000000,3930.005756,3930.005756,3930.005756
866,102010.000000,0.005769,0.000000,2270.005762,2270.005762,2270.005762
867,106430.000000,0.005776,0.000000,2100.005769,2100.005769,2100.005769
868,113210.000000,0.005783,0.000000,4340.005776,4340.005776,4340.005776
869,80990.000000,0.005789,0.000000,3170.005784,3170.005784,3170.005784
870,74120.000000,0.005794,0.000000,4800.005789,4800.005789,4800.005789
871,68720.000000,0.005799,0.000000,3660.005794,3660.005794,3660.005794
872,89800.000000,0.005805,0.000000,5460.005799,5460.005799,5460.005799
873,96710.000000,0.005811,0.000000,5090.005805,5090.005805,5090.005805
874,109730.000000,0.005818,0.000000,2360.005811,2360.005811,2360.005811
875,60310.000000,0.005822,0.000000,4660.005819,4660.005819,4660.005819
876,82510.000000,0.005828,0.000000,4510.005823,4510.005823,4510.005823
877,90060.000000,0.005834,0.000000,3900.005828,3900.005828,3900.005828
878,84290.000000,0.005840,0.000000,5020.005834,5020.005834,5020.005834
879,88090.000000,0.005846,0.000000,3630.005840,3630.005840,3630.005840
880,95100.000000,0.005852,0.000000,2750.005846,2750.005846,2750.005846
881,85780.000000,0.005858,0.000000,3090.005852,3090.005852,3090.005852
882,93160.000000,0.005864,0.000000,2100.005858,2100.005858,2100.005858
883,97030.000000,0.005870,0.000000,730.005864,730.005864,730.005864
884,95320.000000,0.005876,0.000000,4640.005870,4640.005870,4640.005870
885,90510.000000,0.005882,0.000000,2600.005876,2600.005876,2600.005876
886,89680.000000,0.005888,0.000000,2760.005882,2760.005882,2760.005882
887,83080.000000,0.005894,0.000000,4220.005888,4220.005888,4220.005888
888,94910.000000,0.005900,0.000000,3240.005894,3240.005894,3240.005894
889,93200.000000,0.005906,0.000000,3380.005900,3380.005900,3380.005900
890,102580.000000,0.005913,0.000000,2270.005906,2270.005906,2270.005906
891,96930.000000,0.005919,0.000000,4020.005913,4020.005913,4020.005913
892,103480.000000,0.005926,0.000000,4960.005920,4960.005920,4960.005920
893,96410.000000,0.005933,0.000000,2900.005927,2900.005927,2900.005927
894,98880.000000,0.005939,0.000000,3520.005933,3520.005933,3520.005933
895,110730.000000,0.005946,0.000000,710.005939,710.005939,710.005939
896,101380.000000,0.005953,0.000000,3520.005947,3520.005947,3520.005947
897,101560.000000,0.005960,0.000000,2990.005953,2990.005953,2990.005953
898,102320.000000,0.005966,0.000000,1860.005960,1860.005960,1860.005960
899,93090.000000,0.005973,0.000000,6130.005967,6130.005967,6130.005967
900,98450.000000,0.005979,0.000000,1920.005973,1920.005973,1920.005973
901,96980.000000,0.005986,0.000000,4050.005980,4050.005980,4050.005980
902,101050.000000,0.005992,0.000000,3310.005986,3310.005986,3310.005986
903,96140.000000,0.005999,0.000000,5460.005993,5460.005993,5460.005993
904,104270.000000,0.006006,0.000000,1150.005999,1150.005999,1150.005999
905,102670.000000,0.006012,0.000000,2990.006006,2990.006006,2990.006006
906,102680.000000,0.006019,0.000000,3700.006013,3700.006013,3700.006013
907,98190.000000,0.006026,0.000000,4770.006020,4770.006020,4770.006020
908,106020.000000,0.006033,0.000000,1940.006026,1940.006026,1940.006026
909,97670.000000,0.006039,0.000000,1920.006033,1920.006033,1920.006033
910,103810.000000,0.006046,0.000000,4140.006039,4140.006039,4140.006039
911,99930.000000,0.006053,0.000000,5130.006046,5130.006046,5130.006046
912,94030.000000,0.006059,0.000000,3130.006053,3130.006053,3130.006053
913,97050.000000,0.006065,0.000000,5240.006059,5240.006059,5240.006059
914,92030.000000,0.006072,0.000000,4190.006066,4190.006066,4190.006066
915,100760.000000,0.006078,0.000000,2010.006072,2010.006072,2010.006072
916,97570.000000,0.006085,0.000000,2950.006078,2950.006078,2950.006078
917,100420.000000,0.006091,0.000000,2670.006085,2670.006085,2670.006085
918,105560.000000,0.006098,0.000000,2710.006091,2710.006091,2710.006091
919,100010.000000,0.006105,0.000000,3510.006098,3510.006098,3510.006098
920,102400.000000,0.006112,0.000000,2680.006105,2680.006105,2680.006105
921,98300.000000,0.006118,0.000000,4990.006112,4990.006112,4990.006112
922,108400.000000,0.006125,0.000000,3720.006118,3720.006118,3720.006118
923,103530.000000,0.006132,0.000000,2760.006125,2760.006125,2760.006125
924,101270.000000,0.006139,0.000000,2920.006132,2920.006132,2920.006132
925,96070.000000,0.006145,0.000000,3440.006139,3440.006139,3440.006139
926,103490.000000,0.006152,0.000000,3890.006145,3890.006145,3890.006145
927,105710.000000,0.006159,0.000000,3500.006152,3500.006152,3500.006152
928,101110.000000,0.006166,0.000000,3380.006159,3380.006159,3380.006159
929,102230.000000,0.006172,0.000000,1300.006166,1300.006166,1300.006166
930,106090.000000,0.006179,0.000000,5250.006173,5250.006173,5250.006173
931,102060.000000,0.006186,0.000000,2050.006180,2050.006180,2050.006180
932,105640.000000,0.006193,0.000000,6340.006187,6340.006187,6340.006187
933,103360.000000,0.006200,0.000000,3000.006193,3000.006193,3000.006193
934,105150.000000,0.006207,0.000000,4220.006200,4220.006200,4220.006200
935,102220.000000,0.006214,0.000000,5420.006207,5420.006207,5420.006207
936,105980.000000,0.006221,0.000000,5780.006214,5780.006214,5780.006214
937,115120.000000,0.006229,0.000000,7040.006222,7040.006222,7040.006222
938,77390.000000,0.006234,0.000000,5170.006229,5170.006229,5170.006229
939,100000.000000,0.006241,0.000000,3610.006234,3610.006234,3610.006234
940,112440.000000,0.006249,0.000000,11640.006242,11640.006242,11640.006242
941,115910.000000,0.006257,0.000000,13990.006250,13990.006250,13990.006250
942,105040.000000,0.006265,0.000000,10890.006258,10890.006258,10890.006258
943,111700.000000,0.006273,0.000000,21110.006266,21110.006266,21110.006266
944,136620.000000,0.006284,0.000000,37280.006275,37280.006275,37280.006275
945,137950.000000,0.006294,0.000000,23350.006286,23350.006286,23350.006286
946,126750.000000,0.006303,0.000000,9380.006295,9380.006295,9380.006295
947,167930.000000,0.006315,0.000000,14120.006304,14120.006304,14120.006304
948,165550.000000,0.006326,0.000000,7990.006315,7990.006315,7990.006315
949,152830.000000,0.006336,0.000000,8740.006327,8740.006327,8740.006327
950,130540.000000,0.006345,0.000000,6620.006337,6620.006337,6620.006337
951,188810.000000,0.006358,0.000000,10520.006346,10520.006346,10520.006346
952,184450.000000,0.006370,0.000000,5890.006358,5890.006358,5890.006358
953,155680.000000,0.006380,0.000000,1720.006370,1720.006370,1720.006370
954,155480.000000,0.006390,0.000000,2190.006380,2190.006380,2190.006380
955,143270.000000,0.006400,0.000000,2830.006390,2830.006390,2830.006390
956,145460.000000,0.006409,0.000000,2650.006400,2650.006400,2650.006400
957,148480.000000,0.006419,0.000000,2700.006409,2700.006409,2700.006409
958,141960.000000,0.006428,0.000000,5530.006419,5530.006419,5530.006419
959,146570.000000,0.006438,0.000000,7080.006429,7080.006429,7080.006429
960,143130.000000,0.006447,0.000000,4050.006438,4050.006438,4050.006438
961,142820.000000,0.006457,0.000000,4420.006448,4420.006448,4420.006448
962,130010.000000,0.006466,0.000000,7010.006457,7010.006457,7010.006457
963,117020.000000,0.006474,0.000000,12260.006466,12260.006466,12260.006466
964,118110.000000,0.006482,0.000000,8330.006474,8330.006474,8330.006474
965,127620.000000,0.006490,0.000000,2540.006482,2540.006482,2540.006482
966,79640.000000,0.006496,0.000000,9600.006491,9600.006491,9600.006491
967,83390.000000,0.006502,0.000000,5750.006496,5750.006496,5750.006496
968,88110.000000,0.006508,0.000000,6040.006502,6040.006502,6040.006502
969,79340.000000,0.006513,0.000000,3840.006508,3840.006508,3840.006508
970,89420.000000,0.006519,0.000000,2880.006513,2880.006513,2880.006513
971,86260.000000,0.006525,0.000000,3440.006519,3440.006519,3440.006519
972,91750.000000,0.006531,0.000000,3250.006525,3250.006525,3250.006525
973,80030.000000,0.006536,0.000000,3980.006531,3980.006531,3980.006531
974,77530.000000,0.006541,0.000000,3070.006536,3070.006536,3070.006536
975,80010.000000,0.006547,0.000000,5560.006542,5560.006542,5560.006542
976,73570.000000,0.006552,0.000000,1920.006547,1920.006547,1920.006547
977,76940.000000,0.006557,0.000000,3440.006552,3440.006552,3440.006552
978,79150.000000,0.006562,0.000000,3800.006557,3800.006557,3800.006557
979,81520.000000,0.006568,0.000000,4630.006562,4630.006562,4630.006562
980,76340.000000,0.006573,0.000000,2620.006568,2620.006568,2620.006568
981,70890.000000,0.006577,0.000000,450.006573,450.006573,450.006573
982,80530.000000,0.006582,0.000000,950.006577,950.006577,950.006577
983,81550.000000,0.006588,0.000000,2630.006583,2630.006583,2630.006583
984,71970.000000,0.006593,0.000000,3770.006588,3770.006588,3770.006588
985,72760.000000,0.006598,0.000000,3800.006593,3800.006593,3800.006593
986,76660.000000,0.006603,0.000000,2460.006598,2460.006598,2460.006598
987,67900.000000,0.006607,0.000000,5480.006603,5480.006603,5480.006603
988,103000.000000,0.006614,0.000000,4450.006608,4450.006608,4450.006608
989,114310.000000,0.006622,0.000000,4090.006614,4090.006614,4090.006614
990,91190.000000,0.006628,0.000000,2410.006622,2410.006622,2410.006622
991,122070.000000,0.006636,0.000000,5560.006628,5560.006628,5560.006628
992,105290.000000,0.006643,0.000000,3810.006636,3810.006636,3810.006636
993,90440.000000,0.006649,0.000000,3280.006643,3280.006643,3280.006643
994,93620.000000,0.006655,0.000000,2780.006649,2780.006649,2780.006649
995,89270.000000,0.006661,0.000000,3210.006655,3210.006655,3210.006655
996,81630.000000,0.006666,0.000000,3760.006661,3760.006661,3760.006661
997,89500.000000,0.006672,0.000000,1320.006667,1320.006667,1320.006667
998,87050.000000,0.006678,0.000000,3560.006672,3560.006672,3560.006672
999,84050.000000,0.006684,0.000000,4350.006678,4350.006678,4350.006678
1000,85800.000000,0.006689,0.000000,960.006684,960.006684,960.006684
1001,84910.000000,0.006695,0.000000,1780.006689,1780.006689,1780.006689
1002,85930.000000,0.006700,0.000000,2560.006695,2560.006695,2560.006695
1003,80420.000000,0.006706,0.000000,3930.006701,3930.006701,3930.006701
1004,81220.000000,0.006711,0.000000,2030.006706,2030.006706,2030.006706
1005,80000.000000,0.006717,0.000000,3790.006711,3790.006711,3790.006711
1006,84180.000000,0.006722,0.000000,3170.006717,3170.006717,3170.006717
1007,87340.000000,0.006728,0.000000,4100.006722,4100.006722,4100.006722
1008,82280.000000,0.006733,0.000000,1830.006728,1830.006728,1830.006728
1009,84670.000000,0.006739,0.000000,2340.006734,2340.006734,2340.006734
1010,86520.000000,0.006745,0.000000,1150.006739,1150.006739,1150.006739
1011,83830.000000,0.006750,0.000000,5090.006745,5090.006745,5090.006745
1012,88820.000000,0.006756,0.000000,2760.006750,2760.006750,2760.006750
1013,92490.000000,0.006762,0.000000,4540.006756,4540.006756,4540.006756
1014,83780.000000,0.006768,0.000000,3880.006763,3880.006763,3880.006763
1015,84420.000000,0.006774,0.000000,2680.006768,2680.006768,2680.006768
1016,86150.000000,0.006779,0.000000,2890.006774,2890.006774,2890.006774
1017,85770.000000,0.006785,0.000000,980.006779,980.006779,980.006779
1018,78780.000000,0.006790,0.000000,3030.006785,3030.006785,3030.006785
1019,74250.000000,0.006795,0.000000,2800.006790,2800.006790,2800.006790
1020,84750.000000,0.006801,0.000000,2480.006795,2480.006795,2480.006795
1021,76840.000000,0.006806,0.000000,2310.006801,2310.006801,2310.006801
1022,79560.000000,0.006811,0.000000,3910.006806,3910.006806,3910.006806
1023,86430.000000,0.006817,0.000000,4800.006811,4800.006811,4800.006811
1024,80500.000000,0.006822,0.000000,3710.006817,3710.006817,3710.006817
1025,85600.000000,0.006828,0.000000,2040.006822,2040.006822,2040.006822
1026,87080.000000,0.006834,0.000000,2680.006828,2680.006828,2680.006828
1027,82080.000000,0.006839,0.000000,1100.006834,1100.006834,1100.006834
1028,86560.000000,0.006845,0.000000,2060.006839,2060.006839,2060.006839
1029,84640.000000,0.006850,0.000000,940.006845,940.006845,940.006845
1030,84510.000000,0.006856,0.000000,4390.006850,4390.006850,4390.006850
1031,90480.000000,0.006862,0.000000,4230.006856,4230.006856,4230.006856
1032,88160.000000,0.006868,0.000000,3910.006862,3910.006862,3910.006862
1033,81460.000000,0.006873,0.000000,3420.006868,3420.006868,3420.006868
1034,74720.000000,0.006878,0.000000,1330.006873,1330.006873,1330.006873
1035,85620.000000,0.006884,0.000000,4550.006878,4550.006878,4550.006878
1036,81210.000000,0.006889,0.000000,2330.006884,2330.006884,2330.006884
1037,85550.000000,0.006895,0.000000,2100.006889,2100.006889,2100.006889
1038,89010.000000,0.006900,0.000000,1000.006895,1000.006895,1000.006895
1039,81660.000000,0.006906,0.000000,5210.006901,5210.006901,5210.006901
1040,82350.000000,0.006912,0.000000,4970.006906,4970.006906,4970.006906
1041,81550.000000,0.006917,0.000000,4730.006912,4730.006912,4730.006912
1042,86630.000000,0.006923,0.000000,4460.006917,4460.006917,4460.006917
1043,86330.000000,0.006929,0.000000,4420.006923,4420.006923,4420.006923
1044,87220.000000,0.006935,0.000000,6520.006929,6520.006929,6520.006929
1045,98410.000000,0.006942,0.000000,8050.006935,8050.006935,8050.006935
1046,89030.000000,0.006948,0.000000,10080.006942,10080.006942,10080.006942
1047,101400.000000,0.006955,0.000000,16780.006949,16780.006949,16780.006949
1048,110730.000000,0.006965,0.000000,33860.006958,33860.006958,33860.006958
